,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU21129,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21130,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU21131,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,Unclassified
OTU21132,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU21133,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,Unclassified
OTU21134,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_2,g__Amphibacillus,Unclassified
OTU21135,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,Unclassified,Unclassified
OTU21136,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21137,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Syntrophomonadaceae,g__Thermohydrogenium,Unclassified
OTU21138,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21139,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21140,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21141,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp22,Unclassified,Unclassified,g__Gp22,Unclassified
OTU21142,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera,Unclassified
OTU21143,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21144,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gillisia,Unclassified
OTU21145,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21146,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,Unclassified,Unclassified,Unclassified
OTU21147,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Rhodopirellula,Unclassified
OTU21148,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU21149,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,Unclassified,Unclassified
OTU21150,k__Bacteria,p__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21151,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21152,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU21153,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,Unclassified,Unclassified
OTU21154,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21155,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,Unclassified
OTU21156,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21157,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21158,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,Unclassified
OTU21159,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21160,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,Unclassified
OTU21161,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21162,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21163,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21164,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21165,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,Unclassified
OTU21166,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,Unclassified
OTU21167,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Singulisphaera,Unclassified
OTU21168,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Kandleria,Unclassified
OTU21169,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21170,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21171,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,Unclassified,Unclassified
OTU21172,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Sutterella,Unclassified
OTU21173,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21174,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Adhaeribacter,Unclassified
OTU21175,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU21176,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21177,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21178,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21179,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21180,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Salinimicrobium,Unclassified
OTU21181,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21182,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21183,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU21184,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21185,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21186,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,Unclassified,Unclassified
OTU21187,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21188,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Acetivibrio,Unclassified
OTU21189,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21190,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Asaccharospora,Unclassified
OTU21191,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,Unclassified
OTU21192,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21193,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadales_incertae_sedis,Unclassified,Unclassified
OTU21194,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Dysgonomonas,Unclassified
OTU21195,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,Unclassified,Unclassified,Unclassified
OTU21196,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21197,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21198,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21199,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21200,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21201,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,Unclassified,Unclassified
OTU21202,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,Unclassified,Unclassified,Unclassified
OTU21203,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae_2,g__Desulfotomaculum,Unclassified
OTU21204,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21205,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21206,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21207,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21208,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21209,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21210,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Promicromonosporaceae,g__Cellulosimicrobium,Unclassified
OTU21211,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21212,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Alphaproteobacteria_incertae_sedis,Unclassified,g__Rhizomicrobium,Unclassified
OTU21213,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21214,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21215,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21216,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21217,k__Bacteria,p__Firmicutes,c__Clostridia,Unclassified,Unclassified,Unclassified,Unclassified
OTU21218,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae_2,g__Desulfotomaculum,Unclassified
OTU21219,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU21220,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU21221,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21222,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21223,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21224,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21225,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21226,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21227,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,Unclassified
OTU21228,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21229,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21230,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium_XlVa,Unclassified
OTU21231,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylobacter,Unclassified
OTU21232,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21233,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU21234,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Zavarzinella,Unclassified
OTU21235,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,Unclassified,Unclassified
OTU21236,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21237,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21238,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae_2,g__Desulfotomaculum,Unclassified
OTU21239,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,Unclassified,Unclassified,Unclassified
OTU21240,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21241,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21242,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,Unclassified,Unclassified
OTU21243,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,Unclassified
OTU21244,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,Unclassified
OTU21245,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Unclassified,Unclassified
OTU21246,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU21247,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21248,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21249,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Unclassified,Unclassified,Unclassified
OTU21250,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Clostridium_sensu_stricto,Unclassified
OTU21251,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21252,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiracea_incertae_sedis,Unclassified
OTU21253,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU21254,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,Unclassified
OTU21255,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,Unclassified
OTU21256,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21257,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21258,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU21259,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,Unclassified
OTU21260,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_2,g__Geomicrobium,Unclassified
OTU21261,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21262,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,Unclassified,Unclassified,Unclassified
OTU21263,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21264,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21265,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21266,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,Unclassified
OTU21267,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21268,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21269,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU21270,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas,Unclassified
OTU21271,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21272,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU21273,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21274,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21275,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae_1,g__Desulfitibacter,Unclassified
OTU21276,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21277,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,Unclassified
OTU21278,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21279,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21280,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21281,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21282,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21283,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU21284,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,Unclassified
OTU21285,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,Unclassified,Unclassified
OTU21286,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21287,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21288,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21289,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,Unclassified,Unclassified
OTU21290,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU21291,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21292,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU21293,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,Unclassified
OTU21294,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21295,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU21296,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21297,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21298,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21299,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
