,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU20888,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20889,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20890,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU20891,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20892,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20893,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20894,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU20895,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20896,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20897,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20898,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20899,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20900,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Neochlamydia,Unclassified
OTU20901,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Marinobacterium,Unclassified
OTU20902,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20903,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20904,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20905,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20906,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20907,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,Unclassified,Unclassified
OTU20908,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20909,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU20910,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU20911,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20912,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Unclassified,Unclassified,Unclassified
OTU20913,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20914,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU20915,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20916,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,Unclassified,Unclassified,Unclassified
OTU20917,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU20918,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU20919,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae_1,g__Paenibacillus,Unclassified
OTU20920,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,Unclassified
OTU20921,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU20922,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20923,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20924,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp4,Unclassified,Unclassified,g__Gp4,Unclassified
OTU20925,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU20926,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20927,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20928,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU20929,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20930,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20931,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20932,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,Unclassified,Unclassified,Unclassified
OTU20933,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20934,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20935,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU20936,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20937,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Zavarzinella,Unclassified
OTU20938,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20939,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20940,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20941,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU20942,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20943,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,Unclassified,Unclassified
OTU20944,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU20945,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU20946,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20947,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20948,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfatirhabdium,Unclassified
OTU20949,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20950,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20951,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20952,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20953,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU20954,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20955,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20956,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,Unclassified,Unclassified,g__Spartobacteria_genera_incertae_sedis,Unclassified
OTU20957,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20958,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20959,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20960,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20961,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU20962,k__Bacteria,p__Armatimonadetes,Unclassified,Unclassified,Unclassified,g__Armatimonadetes_gp5,Unclassified
OTU20963,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU20964,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20965,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20966,k__Bacteria,p__Candidatus_Saccharibacteria,Unclassified,Unclassified,Unclassified,g__Saccharibacteria_genera_incertae_sedis,Unclassified
OTU20967,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20968,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20969,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20970,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU20971,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20972,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20973,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU20974,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU20975,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU20976,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp4,Unclassified,Unclassified,Unclassified,Unclassified
OTU20977,k__Bacteria,p__Microgenomates,Unclassified,Unclassified,Unclassified,g__Microgenomates_genera_incertae_sedis,Unclassified
OTU20978,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20979,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,Unclassified,Unclassified
OTU20980,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU20981,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20982,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20983,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Unclassified,Unclassified,Unclassified
OTU20984,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20985,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20986,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20987,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20988,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20989,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Incertae_Sedis_XI,g__Tissierella,Unclassified
OTU20990,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU20991,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20992,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU20993,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU20994,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,Unclassified,Unclassified
OTU20995,k__Bacteria,p__BRC1,Unclassified,Unclassified,Unclassified,g__BRC1_genera_incertae_sedis,Unclassified
OTU20996,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU20997,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp18,Unclassified,Unclassified,g__Gp18,Unclassified
OTU20998,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Clostridium_sensu_stricto,Unclassified
OTU20999,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21000,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21001,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21002,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,Unclassified,Unclassified,g__Spartobacteria_genera_incertae_sedis,Unclassified
OTU21003,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21004,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21005,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21006,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21007,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21008,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21009,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21010,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21011,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21012,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21013,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU21014,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,Unclassified,Unclassified
OTU21015,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Chloroplast,Unclassified,f__Chloroplast,g__Euglenida,Unclassified
OTU21016,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU21017,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU21018,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,g__Francisella,Unclassified
OTU21019,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unclassified,Unclassified
OTU21020,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21021,k__Bacteria,p__Candidatus_Saccharibacteria,Unclassified,Unclassified,Unclassified,g__Saccharibacteria_genera_incertae_sedis,Unclassified
OTU21022,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU21023,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21024,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21025,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21026,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21027,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21028,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21029,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21030,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21031,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21032,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,Unclassified,Unclassified,Unclassified
OTU21033,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21034,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21035,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21036,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21037,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,Unclassified
OTU21038,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU21039,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21040,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21041,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU21042,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21043,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21044,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,Unclassified,Unclassified,Unclassified
OTU21045,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21046,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21047,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU21048,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21049,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU21050,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21051,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21052,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21053,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21054,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21055,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21056,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,Unclassified,Unclassified
OTU21057,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21058,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU21059,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,Unclassified,Unclassified
OTU21060,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21061,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21062,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21063,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21064,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21065,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21066,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21067,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21068,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21069,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Parachlamydia,Unclassified
OTU21070,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU21071,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21072,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21073,k__Bacteria,p__Acidobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21074,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21075,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,Unclassified,Unclassified
OTU21076,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU21077,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU21078,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21079,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21080,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,Unclassified,Unclassified,Unclassified
OTU21081,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,Unclassified
OTU21082,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21083,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21084,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21085,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21086,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21087,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21088,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp3,Unclassified,Unclassified,g__Gp3,Unclassified
OTU21089,k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae,g__Armatimonas/Armatimonadetes_gp1,Unclassified
OTU21090,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21091,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU21092,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU21093,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21094,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21095,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21096,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,Unclassified,Unclassified,Unclassified
OTU21097,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,Unclassified,Unclassified,Unclassified
OTU21098,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae_2,g__Desulfotomaculum,Unclassified
OTU21099,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21100,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21101,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Parapedobacter,Unclassified
OTU21102,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21103,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21104,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,Unclassified
OTU21105,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21106,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,Unclassified,Unclassified
OTU21107,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae_2,g__Desulfotomaculum,Unclassified
OTU21108,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21109,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Unclassified,Unclassified
OTU21110,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU21111,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21112,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21113,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,Unclassified
OTU21114,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21115,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,Unclassified
OTU21116,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21117,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,Unclassified
OTU21118,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21119,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21120,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU21121,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU21122,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Intestinimonas,Unclassified
OTU21123,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae_1,g__Geothermomicrobium,Unclassified
OTU21124,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21125,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21126,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU21127,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,Unclassified
OTU21128,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
